"category","id","kabupaten","kecamatan","kelurahan","nama_tempat","alamat","daya_tampung","koordinator","no_hp","dokumen","keterangan","lat","lon","created_at","updated_at","deleted_at"
"Dalam Observasi","404","KAB. MADIUN","WUNGU","Kresek","-","- ","-","-","","","","-7.7028746","111.6073803","0000-00-00 00:00:00","2020-04-11 09:04:18","0000-00-00 00:00:00"
"Dalam Observasi","405","KAB. MADIUN","WUNGU","Karangrejo","-","- ","-","-","","","","-7.6660451","111.5861138","0000-00-00 00:00:00","2020-04-11 08:57:57","0000-00-00 00:00:00"
"Dalam Observasi","406","KAB. MADIUN","WUNGU","Sobrah","-","- ","-","-","","","","-7.606049","111.5815678","0000-00-00 00:00:00","2020-04-11 08:55:35","0000-00-00 00:00:00"
"Dalam Observasi","407","KAB. MADIUN","WUNGU","Sidorejo","-","- ","-","-","","","","-7.6683476","111.5467603","0000-00-00 00:00:00","2020-04-11 08:51:42","0000-00-00 00:00:00"
"Dalam Observasi","408","KAB. MADIUN","WUNGU","Mojopurno","-","- ","-","-","","","","-7.6525726","111.5660616","0000-00-00 00:00:00","2020-04-11 08:50:34","0000-00-00 00:00:00"
"Dalam Observasi","409","KAB. MADIUN","WUNGU","Pilangrejo","-","- ","-","-","","","","-7.6666956","111.5600515","0000-00-00 00:00:00","2020-04-11 08:47:37","0000-00-00 00:00:00"
"Dalam Observasi","410","KAB. MADIUN","WUNGU","Nglambangan","-","- ","-","-","","","","-7.6213912","111.5937742","0000-00-00 00:00:00","2020-04-11 08:44:38","0000-00-00 00:00:00"
"Dalam Observasi","411","KAB. MADIUN","GEMARANG","Batok","-","- ","-","-","","","","-7.6958696","111.6833802","0000-00-00 00:00:00","2020-04-11 15:41:21","0000-00-00 00:00:00"
"Dalam Observasi","412","KAB. MADIUN","GEMARANG","Nampu","-","- ","-","-","","","","-7.5921986","111.7397557","0000-00-00 00:00:00","2020-04-11 15:48:35","0000-00-00 00:00:00"
"Dalam Observasi","413","KAB. MADIUN","GEMARANG","Durenan","-","- ","-","-","","","","-7.7163061","111.7055392","0000-00-00 00:00:00","2020-04-11 15:54:29","0000-00-00 00:00:00"
"Dalam Observasi","414","KAB. MADIUN","GEMARANG","Winong","-","- ","-","-","","","","-7.6755351","111.7325933","0000-00-00 00:00:00","2020-04-11 16:03:05","0000-00-00 00:00:00"
"Dalam Observasi","415","KAB. MADIUN","GEMARANG","Gemarang","-","- ","-","-","","","","-7.6361166","111.7214477","0000-00-00 00:00:00","2020-04-10 21:37:17","0000-00-00 00:00:00"
"Dalam Observasi","416","KAB. MADIUN","GEMARANG","Sebayi","-","- ","-","-","","","","-7.5975142","111.7270523","0000-00-00 00:00:00","2020-04-10 21:38:47","0000-00-00 00:00:00"
"Dalam Observasi","417","KAB. MADIUN","GEMARANG","Tawangrejo","-","- ","-","-","","","","-7.6223686","111.6776753","0000-00-00 00:00:00","2020-04-10 21:41:10","0000-00-00 00:00:00"
"Dalam Observasi","418","KAB. MADIUN","KARE","Cermo","Pustu Desa Cermo","Jl.Raya Gemarang No 10 ","2 Tempat Tidur","Toni,","082244057883","","","-7.6929723","111.6954799","0000-00-00 00:00:00","2020-04-11 04:10:44","0000-00-00 00:00:00"
"Dalam Observasi","419","KAB. MADIUN","KARE","Widoro","-","- ","-","-","","","","-7.7272812","111.6008237","0000-00-00 00:00:00","2020-04-11 16:20:14","0000-00-00 00:00:00"
"Dalam Observasi","420","KAB. MADIUN","KARE","Randualas","Postu/Polindes Ds.Randualas","Jl. Raya Randualas ","2 Tempat tidur","Atifa,","082331614088","","","-7,7082637","111,6827386","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","421","KAB. MADIUN","KARE","Bolo","Aula desa Bolo","Jl.Raya Kresek ","25 Org","Jaka M,","081556676888","","","-7,6907483","111,6150819","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","422","KAB. MADIUN","KARE","Kuwiran","-","- ","-","-","","","","-7.6780886","111.6206053","0000-00-00 00:00:00","2020-04-11 16:24:32","0000-00-00 00:00:00"
"Dalam Observasi","423","KAB. MADIUN","KARE","Kepel","-","- ","-","-","","","","-7.7499886","111.6400817","0000-00-00 00:00:00","2020-04-10 22:08:27","0000-00-00 00:00:00"
"Dalam Observasi","424","KAB. MADIUN","KARE","Kare","Balai Desa Kare","Jl. Raya Kandangan Rt.14 Rw.04 ","30 Orang","Sunarno,","085230236688","","","-7,7245869","111,6882308","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","425","KAB. MADIUN","KARE","Morang","-","- ","-","-","","","","-7.6746446","111.6868013","0000-00-00 00:00:00","2020-04-10 22:16:48","0000-00-00 00:00:00"
"Dalam Observasi","426","KAB. MADIUN","MEJAYAN","Kaligunting","-","- ","-","-","","","","-7.5568647","111.6764204","0000-00-00 00:00:00","2020-04-11 16:37:22","0000-00-00 00:00:00"
"Dalam Observasi","427","KAB. MADIUN","MEJAYAN","Wonorejo  ","PosyanduDesa","Jl. Candi No. 19 Dsn. Santan Rt. 08 rw. 01 ","2 Orang","Julastri 085230103428","","","","-7,587567","111,6738607","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","428","KAB. MADIUN","MEJAYAN","Mejayan","-","- ","-","-","","","","-7.5679487","111.637542","0000-00-00 00:00:00","2020-04-11 16:38:32","0000-00-00 00:00:00"
"Dalam Observasi","429","KAB. MADIUN","MEJAYAN","Kebonagung","-","- ","-","-","","","","-7.5878976","111.6683662","0000-00-00 00:00:00","2020-04-11 16:42:28","0000-00-00 00:00:00"
"Dalam Observasi","430","KAB. MADIUN","MEJAYAN","Kaliabu","Polindes","Ds. KaliabuKec. Mejayan ","2 Orang","Mei 08155183997","","","","-7,5733986","111,6471302","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","431","KAB. MADIUN","MEJAYAN","Darmorejo","-","- ","-","-","","","","-7.5720649","111.6817302","0000-00-00 00:00:00","2020-04-11 16:47:38","0000-00-00 00:00:00"
"Dalam Observasi","432","KAB. MADIUN","MEJAYAN","Klecorejo  ","Puskesmas Klecorjo","Jl. Wates Ds. KlecorejoKec. Mejayan ","2 orang","-351","0351 388155","","","-7,5748849","111,640315","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","433","KAB. MADIUN","MEJAYAN","Blabakan","-","- ","-","-","","","","-7.6141364","111.6654505","0000-00-00 00:00:00","2020-04-11 17:04:58","0000-00-00 00:00:00"
"Dalam Observasi","434","KAB. MADIUN","MEJAYAN","Sidodadi  ","Polindesdesa","Dsn. KaumanRt 09 Rw. 03 Kec. Mejayan ","2 Orang","Hendrik 081357530456","","","","-7,5697673","111,6707385","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","435","KAB. MADIUN","MEJAYAN","Kuncen","-","- ","-","-","","","","-7.5737173","111.6713901","0000-00-00 00:00:00","2020-04-11 17:08:02","0000-00-00 00:00:00"
"Dalam Observasi","436","KAB. MADIUN","MEJAYAN","Ngampel","Polindes","Jl. Cendrawasih Ds. NgampelKec. Mejayan ","2 Orang","Sunarto 08125906373","","","","-7,5321933","111,6514435","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","437","KAB. MADIUN","MEJAYAN","Bangunsari","PuskesmasPembantu","Jl. Agus Salim Bangunsari Kec. Mejayan ","20 Orang","RatnaDewi 081335757571","","","","-7,5451719","111,6596249","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","438","KAB. MADIUN","MEJAYAN","Pandean  ","Polindes Pandean","Jl. Borobudur No. 48 Kec. Mejayan ","2 Orang","Etik 081230181975","","","","-7,5502124","111,6556216","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","439","KAB. MADIUN","MEJAYAN","Krajan","-","- ","-","-","","","","-7.5679487","111.637542","0000-00-00 00:00:00","2020-04-10 22:59:34","0000-00-00 00:00:00"
"Dalam Observasi","440","KAB. MADIUN","SARADAN","Klangon","-","- ","-","-","","","","-8.1827347","111.4664253","0000-00-00 00:00:00","2020-04-10 23:03:55","0000-00-00 00:00:00"
"Dalam Observasi","441","KAB. MADIUN","SARADAN","","-","- ","-","-","","","","-7.516331","111.6817366","0000-00-00 00:00:00","2020-04-10 23:06:55","0000-00-00 00:00:00"
"Dalam Observasi","442","KAB. MADIUN","SARADAN","Sumberbendo","-","- ","-","-","","","","-7.4839202","111.7111997","0000-00-00 00:00:00","2020-04-11 17:53:05","0000-00-00 00:00:00"
"Dalam Observasi","443","KAB. MADIUN","SARADAN","Sidorejo","-","- ","-","-","","","","-7.5406146","111.7024854","0000-00-00 00:00:00","2020-04-11 17:58:28","0000-00-00 00:00:00"
"Dalam Observasi","444","KAB. MADIUN","SARADAN","Ngepeh","-","- ","-","-","","","","-7.5433049","111.6720902","0000-00-00 00:00:00","2020-04-10 23:18:41","0000-00-00 00:00:00"
"Dalam Observasi","445","KAB. MADIUN","SARADAN","Sumbersari","-","- ","-","-","","","","-7.5181349","111.6861501","0000-00-00 00:00:00","2020-04-10 23:24:24","0000-00-00 00:00:00"
"Dalam Observasi","446","KAB. MADIUN","SARADAN","Tulung","-","- ","-","-","","","","-7.4903197","111.6906553","0000-00-00 00:00:00","2020-04-10 23:31:17","0000-00-00 00:00:00"
"Dalam Observasi","447","KAB. MADIUN","SARADAN","Pajaran","-","- ","-","-","","","","-7.5371886","111.7373002","0000-00-00 00:00:00","2020-04-10 23:37:52","0000-00-00 00:00:00"
"Dalam Observasi","448","KAB. MADIUN","SARADAN","Sugihwaras","-","- ","-","-","","","","-7.5673486","111.7116053","0000-00-00 00:00:00","2020-04-11 18:16:56","0000-00-00 00:00:00"
"Dalam Observasi","449","KAB. MADIUN","SARADAN","Bener","-","- ","-","-","","","","-7.5242477","111.6821791","0000-00-00 00:00:00","2020-04-11 18:33:50","0000-00-00 00:00:00"
"Dalam Observasi","450","KAB. MADIUN","SARADAN","Klumutan","-","- ","-","-","","","","-7.5244136","111.7091553","0000-00-00 00:00:00","2020-04-11 18:43:39","0000-00-00 00:00:00"
"Dalam Observasi","451","KAB. MADIUN","SARADAN","Bongsopotro","-","- ","-","-","","","","-7.5404586","111.6851052","0000-00-00 00:00:00","2020-04-11 18:51:00","0000-00-00 00:00:00"
"Dalam Observasi","452","KAB. MADIUN","SARADAN","Bandungan","-","- ","-","-","","","","-7.5334507","111.8208182","0000-00-00 00:00:00","2020-04-11 18:54:50","0000-00-00 00:00:00"
"Dalam Observasi","453","KAB. MADIUN","SARADAN","Sukorejo","-","- ","-","-","","","","-7.5361936","111.6695002","0000-00-00 00:00:00","2020-04-11 18:58:26","0000-00-00 00:00:00"
"Dalam Observasi","454","KAB. MADIUN","SARADAN","Bajulan","-","- ","-","-","","","","-7.5343187","111.6570151","0000-00-00 00:00:00","2020-04-11 19:02:07","0000-00-00 00:00:00"
"Dalam Observasi","455","KAB. MADIUN","","Kedungrejo","-","- ","-","-","","","","-7.5273857","111.655199","0000-00-00 00:00:00","2020-04-11 09:33:03","0000-00-00 00:00:00"
"Dalam Observasi","456","KAB. MADIUN","","Bulu","-","- ","-","-","","","","-7.4648546","111.6740164","0000-00-00 00:00:00","2020-04-11 19:15:57","0000-00-00 00:00:00"
"Dalam Observasi","457","KAB. MADIUN","","Gandul","-","- ","-","-","","","","-7.4523841","111.6322533","0000-00-00 00:00:00","2020-04-11 09:42:38","0000-00-00 00:00:00"
"Dalam Observasi","458","KAB. MADIUN","","","-","- ","-","-","","","","-7.6114556","111.5085915","0000-00-00 00:00:00","2020-04-11 19:31:02","0000-00-00 00:00:00"
"Dalam Observasi","459","KAB. MADIUN","PILANGKENCENG","Luworo","-","- ","-","-","","","","-7.44547","111.6220046","0000-00-00 00:00:00","2020-04-11 19:33:01","0000-00-00 00:00:00"
"Dalam Observasi","460","KAB. MADIUN","PILANGKENGCENG","Kenongorejo","Kantor Desa","Ds. Kenongorejo ","2 tempat tidur","Tatang Heru purnomo","082142050883","","","-7,4591724","111,6620716","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","461","KAB. MADIUN","PILANGKENCENG","Pilangkenceng","-","- ","-","-","","","","-7.5031321","111.6264704","0000-00-00 00:00:00","2020-04-11 19:35:02","0000-00-00 00:00:00"
"Dalam Observasi","462","KAB. MADIUN","PILANGKENGCENG","Sumbergandu","Kantor Desa","Ds. Sumbergandu ","2 tempat tidur","Joko Slamet Santoso","08211632828","","","-7,5007156","111,6526734","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","463","KAB. MADIUN","PILANGKENGCENG","Ngengor  ","Kantor Desa","Ds. Ngengor ","2 tempat tidur","Rajianto, SH","081234424821","","","-7,4759786","111,6466997","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","464","KAB. MADIUN","PILANGKENGCENG","Krebet  ","Puskesmas ","Ds. Krebet   ","2 tempat tidur","Rido","081234244034","","","-7,4783776","111,6206002","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","465","KAB. MADIUN","PILANGKENCENG","Kedungmaron","-","- ","-","-","","","","-7.5101121","111.6526954","0000-00-00 00:00:00","2020-04-11 10:09:27","0000-00-00 00:00:00"
"Dalam Observasi","466","KAB. MADIUN","PILANGKENCENG","Dawuhan","-","- ","-","-","","","","-7.4693171","111.6792103","0000-00-00 00:00:00","2020-04-11 19:37:28","0000-00-00 00:00:00"
"Dalam Observasi","467","KAB. MADIUN","PILANGKENCENG","Duren","-","- ","-","-","","","","-7.491327","111.6682304","0000-00-00 00:00:00","2020-04-11 10:17:27","0000-00-00 00:00:00"
"Dalam Observasi","468","KAB. MADIUN","PILANGKENCENG","Muneng","-","- ","-","-","","","","-7.4906398","111.5991526","0000-00-00 00:00:00","2020-04-11 10:18:34","0000-00-00 00:00:00"
"Dalam Observasi","469","KAB. MADIUN","PILANGKENCENG","Pulerejo","-","- ","-","-","","","","-7.4954976","111.6015194","0000-00-00 00:00:00","2020-04-11 10:21:12","0000-00-00 00:00:00"
"Dalam Observasi","470","KAB. MADIUN","PILANGKENCENG","Ngale","-","- ","-","-","","","","-7.4738868","111.6123067","0000-00-00 00:00:00","2020-04-11 10:22:48","0000-00-00 00:00:00"
"Dalam Observasi","471","KAB. MADIUN","PILANGKENCENG","Purworejo","-","- ","-","-","","","","-7.5209186","111.6307152","0000-00-00 00:00:00","2020-04-11 19:39:37","0000-00-00 00:00:00"
"Dalam Observasi","472","KAB. MADIUN","PILANGKENCENG","Wonoayu","-","- ","-","-","","","","-7.5179387","111.6427702","0000-00-00 00:00:00","2020-04-11 19:41:12","0000-00-00 00:00:00"
"Dalam Observasi","473","KAB. MADIUN","GEGER","Sangen","Polindes","Jln. Raya  Ponorogo - Madiun ","2 Orang","-","","","","-7,7062247","111,5342677","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","474","KAB. MADIUN","GEGER","Kranggan  ","Posyandu","RT.06/03 Ds. Kranggan   ","2 Orang","-","","","","-7,6700935","111,5114305","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","475","KAB. MADIUN","GEGER","Banaran  ","Polindes","Ds. Banaran   ","2 Orang","-","","","","-7,7369206","111,5138205","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","476","KAB. MADIUN","GEGER","Putat","Kantor Desa","RT.07/03 DS.Putat ","2 Orang","-","","","","-7,6856091","111,5041497","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","477","KAB. MADIUN","GEGER","Purworejo  ","Panti PKK","Ds. Purworejo   ","2 Orang","-","","","","-7,7273477","111,5374839","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","478","KAB. MADIUN","GEGER","Jatisari","Polindes","Ds. Jatisari ","2 Orang","-","","","","-7,7114391","111,5223963","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","479","KAB. MADIUN","GEGER","Uteran","-","- ","-","-","","","","-7.7051341","111.5262947","0000-00-00 00:00:00","2020-04-11 19:43:18","0000-00-00 00:00:00"
"Dalam Observasi","480","KAB. MADIUN","GEGER","Kertosari  ","Polindes","RT.04/01 Ds. Kertosari   ","2 Orang","-","","","","-7,6763982","111,5371837","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","481","KAB. MADIUN","GEGER","Sareng  ","Puskestu","RT.03/01 Ds. Sareng ","2 Orang","-","","","","-7,7450979","111,5521805","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","482","KAB. MADIUN","GEGER","Pagotan","Panti PKK","RT.06/03 Ds. Pagotan ","2 Orang","-","","","","-7,7000484","111,5370503","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","483","KAB. MADIUN","GEGER","Klorogan","Polindes","Ds. Klorogan ","2 Orang","-","","","","-7,7318189","111,519553","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","484","KAB. MADIUN","GEGER","Sumberejo","-","- ","-","-","","","","-7.7201651","111.5139092","0000-00-00 00:00:00","2020-04-11 19:45:06","0000-00-00 00:00:00"
"Dalam Observasi","485","KAB. MADIUN","GEGER","Geger","-","- ","-","-","","","","-7.7426537","111.5348802","0000-00-00 00:00:00","2020-04-11 19:47:18","0000-00-00 00:00:00"
"Dalam Observasi","486","KAB. MADIUN","GEGER","Nglandung  ","Balai Desa","RT.06/02 Ds. Nglandung   ","2 Orang","-","","","","-7,700317","111,5152879","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","487","KAB. MADIUN","GEGER","Kertobayon  ","Kantor Desa","Ds. Kertobayon   ","2 Orang","-","","","","-7,6743116","111,5265792","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","488","KAB. MADIUN","GEGER","Kaibon  ","G.TK 1","RT.04/01 Ds. Kaibon   ","3 Orang","-","","","","-7,6725756","111,5164303","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","489","KAB. MADIUN","GEGER","Jogodayuh  ","Kantor Desa","RT.02/01 Ds. Jogodayuh   ","2 Orang","-","","","","-7,6960046","111,5305399","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","490","KAB. MADIUN","GEGER","Sambirejo  ","G.  PAUD","RT.05/02 Ds.Sambirejo ","2 Orang","-","","","","-7,6437978","111,4988699","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","491","KAB. MADIUN","GEGER","Slambur  ","Kantor Desa","Ds. Slambur   ","2 Orang","-","","","","-7,7369494","111,530947","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","492","KAB. MADIUN","DOLOPO","Glonggong  ","Aula kantor Ds. Glonggong","Kantor Ds. Glonggong Kec. Dolopo Kab. Madiun ","3 orang","Dian Widyawati 085231682868","","","","-7,772473","111,5245087","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","493","KAB. MADIUN","DOLOPO","Lembah","SDN Lembah I","Ds. Lembah Kec. Dolpo Kab. Madiun ","20  orang","Susrini  081259239032 ","","","","-7,7884378","111,498727","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","494","KAB. MADIUN","DOLOPO","Blimbing",""," ","","","","","","-7.7699036","111.5780702","0000-00-00 00:00:00","2020-04-11 11:56:57","0000-00-00 00:00:00"
"Dalam Observasi","495","KAB. MADIUN","DOLOPO","Bader",""," ","","","","","","-7.7797371","111.5431404","0000-00-00 00:00:00","2020-04-11 12:01:08","0000-00-00 00:00:00"
"Dalam Observasi","496","KAB. MADIUN","DOLOPO","Kradinan","Aula kantor Ds. Kradinan","Ds. Kradinan Kec. Dolopo Kab. Madiun ","5 0rang","Dewi Amd. Keb 085234578851","","","","-7,8004927","111,5346663","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","497","KAB. MADIUN","DOLOPO","Candimulyo","-","- ","-","-","","","","-7.7663371","111.5334453","0000-00-00 00:00:00","2020-04-11 12:07:44","0000-00-00 00:00:00"
"Dalam Observasi","498","KAB. MADIUN","DOLOPO","Dolopo",""," ","","","","","","-7.7639716","111.5065393","0000-00-00 00:00:00","2020-04-11 12:11:15","0000-00-00 00:00:00"
"Dalam Observasi","499","KAB. MADIUN","DOLOPO","Ketawang","Puskesmas pembantu Ds. Ketawang","RT.12 / 04 Ds. Ketawang Kec. Dolopo Kab.Madiun "," 3 orang","Binti Muamanah. Amd 08563510846","","","","-7,7579378","111,5096045","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","500","KAB. MADIUN","DOLOPO","Doho  ","Puskesmas pembantu   Ds. Doho","Ds. Doho Kec. Dolopo Kab. Madiun  ","5 orang","Nur Istifariyah  085891106017","","","","-7,764839","111,5167576","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","501","KAB. MADIUN","DOLOPO","Suluk",""," ","","","","","","-7.7903202","111.5571824","0000-00-00 00:00:00","2020-04-11 12:19:38","0000-00-00 00:00:00"
"Dalam Observasi","502","KAB. MADIUN","DOLOPO","Bangunsari",""," ","","","","","","-7.7495646","111.5133847","0000-00-00 00:00:00","2020-04-11 12:25:49","0000-00-00 00:00:00"
"Dalam Observasi","503","KAB. MADIUN","DOLOPO","Mlilir  ","Gedung olah raga Kel. Mlilir","Kel. Mlilir Kec. Dolopo Kab. Madiun ","10 kamar","Saiful Amin S.Sos '081359543789","","","","-7,7935123","111,5118902","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","504","KAB. MADIUN","KEBON SARI","Rejosari",""," ","","","","","","-7.7252761","111.4577723","0000-00-00 00:00:00","2020-04-11 19:55:56","0000-00-00 00:00:00"
"Dalam Observasi","505","KAB. MADIUN","KEBON SARI","Mojorejo","-","- ","-","-","","","","-7.7389207","111.4555617","0000-00-00 00:00:00","2020-04-11 19:57:43","0000-00-00 00:00:00"
"Dalam Observasi","506","KAB. MADIUN","KEBON SARI","Kedondong","-","- ","-","-","","","","-7.7111306","111.4821683","0000-00-00 00:00:00","2020-04-11 19:59:21","0000-00-00 00:00:00"
"Dalam Observasi","507","KAB. MADIUN","KEBON SARI","Kradenan","-","- ","-","-","","","","-7.7484322","111.4966483","0000-00-00 00:00:00","2020-04-11 20:02:20","0000-00-00 00:00:00"
"Dalam Observasi","508","KAB. MADIUN","KEBON SARI","Balerejo","-","- ","-","-","","","","-7.7187782","111.4906603","0000-00-00 00:00:00","2020-04-11 20:04:03","0000-00-00 00:00:00"
